6239 = number of voxels 
9 = number of ROIs 
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...9] (if zero then not included in any ROI) 
-55,-55,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-50,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-45,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-40,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-35,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-30,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-55,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-55,-20,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-55,-15,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-55,-10,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-55,-5,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-55,0,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-50,-60,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-55,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-50,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-40,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-35,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-30,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-50,-20,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-50,-15,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-50,-10,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-50,-5,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-50,0,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-50,5,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-50,10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-45,-65,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,-50,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,-45,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,-40,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,-35,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,-30,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-45,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-45,-20,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-45,-15,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-45,-10,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-45,-5,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-45,0,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-45,10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-40,-70,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 7,2
-40,-65,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-60,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-55,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-50,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-45,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-40,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-35,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-30,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
-40,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-40,-20,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-40,-10,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-40,-5,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-40,0,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-40,25,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-35,-75,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-35,-70,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-35,-65,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-35,-60,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-35,-55,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-35,-50,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-35,-40,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-35,-35,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-35,-30,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-35,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-35,-20,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-35,-15,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-35,-10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-35,-5,45,Frontal Lobe,Sub-Gyral,Brodmann area 6,4
-35,0,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-35,25,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-35,30,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-30,-80,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-30,-75,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-30,-65,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-30,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-30,-20,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-30,-10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-30,-5,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-30,10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-30,15,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-30,20,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-30,25,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-30,35,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-25,-80,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-25,-75,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-25,-70,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-25,-65,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-25,-60,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-25,-55,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-25,-50,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-25,-10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-25,-5,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-25,20,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-25,25,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-25,30,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-25,35,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-25,40,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-20,-80,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-20,-75,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-20,-70,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-20,-65,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-20,-60,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-20,-55,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-20,-35,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-20,-30,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-20,-20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-20,20,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-20,25,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-20,30,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-20,35,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-20,40,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-20,45,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-15,-80,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-15,-60,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-15,-55,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-15,-50,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-15,-35,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-15,-30,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-15,-25,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-15,-20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-15,-5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-15,0,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-15,5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-15,25,45,Frontal Lobe,Sub-Gyral,Brodmann area 8,4
-15,30,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
-15,45,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-15,50,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-10,-80,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-65,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-60,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-55,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-50,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-30,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-10,-25,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-10,-20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-10,-15,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-10,-10,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-10,-5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-10,0,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-10,5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-10,15,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-10,20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-10,25,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
-10,30,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
-10,50,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-5,-80,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-65,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-60,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-55,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-40,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-5,-35,45,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-30,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-5,-25,45,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
-5,-20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,-15,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,-10,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,-5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,0,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-5,10,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-5,15,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-5,20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-5,25,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
-5,30,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
-5,35,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
-5,40,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
-5,45,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
-5,50,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
0,-80,45,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-75,45,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-70,45,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-65,45,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-60,45,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-55,45,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-50,45,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-45,45,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-40,45,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-35,45,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
0,-30,45,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
0,-25,45,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
0,-20,45,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
0,-15,45,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
0,-5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
0,30,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
0,40,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
5,-80,45,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-75,45,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-70,45,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-65,45,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-60,45,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-55,45,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-50,45,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-45,45,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-40,45,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-35,45,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-30,45,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
5,-25,45,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
5,-20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,-15,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,-10,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,-5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,0,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
5,10,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
5,15,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
5,20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
5,25,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
5,30,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
5,35,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
5,40,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
5,45,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
5,50,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
10,-80,45,Parietal Lobe,Precuneus,Brodmann area 7,2
10,-65,45,Parietal Lobe,Precuneus,Brodmann area 7,2
10,-60,45,Parietal Lobe,Precuneus,Brodmann area 7,2
10,-55,45,Parietal Lobe,Precuneus,Brodmann area 7,2
10,-30,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
10,-20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
10,-15,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
10,-10,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
10,-5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
10,0,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
10,5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
10,15,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
10,20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
10,25,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
10,30,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
10,35,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
10,45,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
10,50,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
15,-80,45,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-60,45,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-55,45,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-50,45,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-35,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
15,-30,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
15,-25,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
15,-20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
15,-10,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
15,-5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
15,0,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
15,5,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
15,25,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
15,30,45,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
15,45,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
15,50,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
20,-80,45,Parietal Lobe,Precuneus,Brodmann area 7,2
20,-75,45,Parietal Lobe,Precuneus,Brodmann area 7,2
20,-70,45,Parietal Lobe,Precuneus,Brodmann area 7,2
20,-65,45,Parietal Lobe,Precuneus,Brodmann area 7,2
20,-60,45,Parietal Lobe,Precuneus,Brodmann area 7,2
20,-55,45,Parietal Lobe,Precuneus,Brodmann area 7,2
20,-35,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
20,-30,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
20,-25,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
20,-20,45,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
20,20,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
20,25,45,Frontal Lobe,Sub-Gyral,Brodmann area 8,4
20,30,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
20,35,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
20,40,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
20,45,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
25,-80,45,Parietal Lobe,Precuneus,Brodmann area 7,2
25,-75,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
25,-70,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
25,-65,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
25,-60,45,Parietal Lobe,Precuneus,Brodmann area 7,2
25,-55,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
25,-10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
25,-5,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
25,20,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
25,25,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
25,30,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
25,35,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
25,40,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
30,-80,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
30,-75,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
30,-60,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
30,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
30,-20,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
30,-15,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
30,-10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
30,-5,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
30,10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
30,15,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
30,20,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
30,25,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
30,35,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
30,40,45,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
35,-75,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
35,-70,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
35,-65,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
35,-60,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 7,2
35,-55,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
35,-50,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
35,-30,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
35,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
35,-20,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
35,-15,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
35,-10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
35,-5,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
35,25,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
35,30,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
35,35,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
40,-75,45,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
40,-70,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 7,2
40,-65,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 7,2
40,-60,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
40,-55,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
40,-50,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
40,-45,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
40,-40,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
40,-35,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
40,-30,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
40,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
40,-20,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
40,-10,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
40,-5,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
40,0,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
40,25,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
40,30,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
45,-70,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 7,2
45,-65,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-60,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-55,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-50,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-45,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-40,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-35,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-30,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
45,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
45,-20,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
45,-15,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
45,-5,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
45,0,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
45,10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
45,25,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
50,-65,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-60,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-55,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-50,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-45,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-40,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-35,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-30,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
50,-20,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
50,-15,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
50,-10,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
50,-5,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
50,0,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
50,5,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
50,10,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
50,15,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
55,-55,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
55,-50,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
55,-45,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
55,-40,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
55,-35,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
55,-30,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
55,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
55,-20,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
55,-15,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
55,-10,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
